img_id,caption
247806.jpg,a large clock tower with a clock on it
60041.jpg,two women are playing a video game in a room
446604.jpg,a cat laying on a bed with a bed
574232.jpg,a group of stuffed animals sitting on top of a table
206170.jpg,a bathroom with a sink and a toilet
474680.jpg,a motorcycle parked on the side of a street
253532.jpg,a street sign on a street corner with a sign
580975.jpg,a motorcycle parked on a street next to a street
411554.jpg,a man with a hat on and a dog
280122.jpg,a group of people sitting at a table
279946.jpg,a woman is sitting at a table with a plate of food
276516.jpg,a dog laying on a bed with a stuffed animal
548169.jpg,a plate of food with a plate of food
512007.jpg,a living room with a television and a table
43150.jpg,a clock tower with a clock on the top
355667.jpg,a refrigerator with a refrigerator and a refrigerator
305268.jpg,a woman is standing on a skateboard in a park
475361.jpg,a bear standing in a field with a tree
495252.jpg,a man riding a skateboard down a street
200788.jpg,a city street with cars and cars on the street
454979.jpg,a bear standing on a tree branch in the woods
459824.jpg,a man standing next to a woman in a restaurant
120782.jpg,a group of people standing on a street
312550.jpg,a cat is laying on a bed with a stuffed animal
493552.jpg,a cow laying on the ground next to a tree
260433.jpg,a train is on the tracks with a train on the side
326572.jpg,a plate of food with a bowl of soup and a fork
381947.jpg,a group of zebras are standing in a field
333114.jpg,a man sitting on a bench in a park
320234.jpg,a man is playing with a frisbee in a park
407139.jpg,a man is laying on a bed with a laptop
58407.jpg,a vase of flowers on a table with a vase of flowers
399441.jpg,a baseball player is swinging at a ball
218762.jpg,a clock tower with a clock on the top
355210.jpg,a kitchen with a stove and a stove in it
353593.jpg,a group of people are riding a boat
258023.jpg,a man on a snowboard on a snowy slope
476531.jpg,a plane is flying in the air with a large plane
324595.jpg,a group of people playing a game of frisbee
436323.jpg,a man is playing tennis on a tennis court
383448.jpg,a dog is laying on the floor with a cat
23548.jpg,a man is standing on a boat in the water
236294.jpg,a bathroom with a toilet and a sink
4265.jpg,a vase with flowers and a cat sitting on a table
522567.jpg,a man and a woman sitting at a table with a plate of food
496073.jpg,a train station with a train on the side of the bridge
233642.jpg,a group of people sitting at a table with food
390439.jpg,a bathroom with a sink and a mirror
234900.jpg,a man walking down a street with a red umbrella
553600.jpg,a man is playing frisbee in a park
542304.jpg,a bird is standing on a field of grass
80949.jpg,a cat laying on a laptop computer
28167.jpg,a bird is flying over a body of water
238048.jpg,a man is standing in a kitchen with a pizza
142561.jpg,a bus is parked on the side of the road
24600.jpg,a double decker bus is parked on the street
488683.jpg,a woman walking down a street with an umbrella
551494.jpg,a man sitting on a couch with a teddy bear
66355.jpg,a man is riding a surfboard on a wave
281957.jpg,a bird sitting on a branch of a tree
69052.jpg,a man riding a bike down a street with a person
484059.jpg,a plane flying in the air with a sky background
255662.jpg,a woman riding a horse on the beach
560372.jpg,a man and a woman are walking along the beach
202463.jpg,a toilet with a toilet in it and a toilet
519205.jpg,a black bear walking in a field with a fence
373196.jpg,a herd of sheep are standing in the grass
210439.jpg,a man and a woman are playing frisbee
274376.jpg,a truck with a truck on the back of it
551651.jpg,a man in a helmet riding a red motorcycle
445679.jpg,a person is eating a glass of wine
363922.jpg,a group of people playing a game on a wii
308353.jpg,a man standing next to a man with a cell phone
495666.jpg,a herd of cows with a black and white hat
74124.jpg,a group of people standing in a field
15525.jpg,a group of elephants standing on a rocky cliff
174258.jpg,a kitchen with a stove and a sink
462238.jpg,a bus is parked on the side of the road
112708.jpg,a man riding a snowboard down a snow covered slope
258499.jpg,a cat is wearing a hat and a tie
154911.jpg,a man and a woman sitting at a table with a laptop
456629.jpg,a large airplane is on a runway at the airport
439346.jpg,a woman is playing a video game in the living room
67560.jpg,a group of people sitting on a couch playing a video game
7726.jpg,a street with a street sign and a building
44061.jpg,a train is on a train track in a forest
136894.jpg,a bunch of oranges sitting on a table
259243.jpg,a man with a hat and a cell phone
87655.jpg,a young girl is holding a banana in his mouth
532812.jpg,a man riding a skateboard down a concrete ramp
27544.jpg,a plate of food on a table with a fork
95176.jpg,a person on skis on a snowy slope
95319.jpg,a woman is holding a wine glass in his hand
102588.jpg,a man riding a surfboard on top of a body of water
370261.jpg,a bus is parked on the side of the street
197193.jpg,a man is holding a hot dog and cheese
420229.jpg,a computer keyboard and a mouse on a table
423336.jpg,a cow is standing in a field with a dog
130740.jpg,a man riding a skateboard down a rail
339276.jpg,a red and white bus parked on the side of a road
355871.jpg,a man and a woman are eating a meal
332849.jpg,a baby elephant is standing in a pen
517139.jpg,a cell phone sitting on top of a table
576111.jpg,a black cat is sitting on a toilet seat
196691.jpg,a man sitting on a bench in a living room
432917.jpg,a man is holding a sheep in a field
227035.jpg,a table with a cake and a man in front of it
141146.jpg,a man riding skis down a snow covered slope
485307.jpg,a woman is holding a remote control in her hand
367521.jpg,a elephant standing in a zoo enclosure with a large rock
499845.jpg,a man on a snowboard on a snowy slope
77467.jpg,a table with a cake and a cake on it
521285.jpg,a giraffe standing in a field with a zebra
542130.jpg,a fire hydrant is on the side of the road
224083.jpg,a colorful kite with a kite in the air
163927.jpg,a herd of sheep grazing on a lush green field
427888.jpg,a baby elephant standing in a field with trees in the background
12650.jpg,a group of people standing around a man and a woman
225225.jpg,a train is going down the tracks near a train station
17954.jpg,a group of people standing in front of a building
397163.jpg,a man doing a trick on a skateboard
119868.jpg,a person on skis in the snow
538912.jpg,a clock tower with a clock on a tower
463953.jpg,a man and a woman are playing a video game
557582.jpg,two women eating a sandwich in a room
97159.jpg,a kitchen with a sink and a sink
439573.jpg,a plate of food with a sandwich and a fork
351793.jpg,a person in a hat is skiing in the snow
148739.jpg,a man riding a wave on top of a surfboard
271148.jpg,a giraffe standing in a field with trees in the background
236375.jpg,a man standing in front of a building with a pizza
317018.jpg,a man is playing frisbee in the grass
240250.jpg,a woman sitting at a table with a pizza
102862.jpg,a man is holding a remote control in his hand
294813.jpg,a motorcycle parked in a parking lot with a man
475588.jpg,a baseball player is swinging at a ball
13291.jpg,a group of people playing a game of frisbee
44204.jpg,a pizza with a pizza on a plate
262334.jpg,a woman in a hat and tie standing in front of a window
199826.jpg,a kitchen with a stove and a stove in the kitchen
578002.jpg,a table with a cake and a glass of wine
98973.jpg,a man and a woman playing a video game
87889.jpg,a couple of people standing on skis in the snow
165055.jpg,a pizza with a knife and a knife on a table
210144.jpg,a dog is laying on the floor with a cat
23995.jpg,a train is on the tracks with a train on it
548722.jpg,a zebra standing in a field with a tree in the background
426939.jpg,a small airplane is parked on a runway
351002.jpg,a man on a skateboard on a ramp
457460.jpg,a large clock tower with a clock on top
370857.jpg,a bird is standing on a white bowl
443432.jpg,a herd of cows walking across a beach
384038.jpg,a man standing on a train with a train
264460.jpg,a plate of food with a plate of food
191947.jpg,a cow standing next to a group of animals
8396.jpg,a man standing in a kitchen with a stove
132585.jpg,a plate of food with a sandwich and a fork
394197.jpg,a man sitting on a couch with a laptop
271396.jpg,a man in a white shirt and white shorts playing tennis
198764.jpg,a bunch of bananas are on a table
570876.jpg,a kitchen with a stove and a stove in a kitchen
173830.jpg,a person on a snowboard on a snowy slope
275494.jpg,a woman is holding a skateboard in his hand
85403.jpg,a cat sitting on a window sill looking out of a window
117037.jpg,a man is standing on a motorcycle with a man
573246.jpg,a zebra standing next to a tree in a zoo
167906.jpg,a man is flying a kite in the air
247126.jpg,a baseball player is swinging a bat at a ball
250045.jpg,a bathroom with a toilet and a sink
354656.jpg,a man is swinging a tennis racket
40455.jpg,a group of birds sitting on top of a tree
234274.jpg,a plate of food with broccoli and a fork
449873.jpg,a baseball player is swinging his bat
299854.jpg,a cat is sitting on a toilet bowl
209925.jpg,a baseball player is standing on a field
501923.jpg,a man riding a wave on top of a surfboard
549915.jpg,a man is playing tennis on a field
419249.jpg,a man is standing in front of a refrigerator
98839.jpg,a cat sitting on a desk in front of a window
535151.jpg,a plate of food with a plate of food
431026.jpg,a white and blue fire hydrant in a field
539238.jpg,a man is standing in the sand with a dog
228293.jpg,a person holding a remote control in their hand
331727.jpg,a man is skiing down a snowy slope
203541.jpg,a kitchen with a stove and a stove
532403.jpg,a vase with a flower on it and a table
429690.jpg,a baseball player is swinging at a ball
455020.jpg,a computer desk with a computer monitor and a mouse
100485.jpg,a dog is laying on the ground next to a bottle
241876.jpg,a cat sitting on a toilet seat in a bathroom
102947.jpg,a living room with a couch and a television
162285.jpg,a plate of food with a sandwich and a fork
543617.jpg,a man is holding a cell phone in a room
396858.jpg,a man is cutting a piece of pizza
580525.jpg,a dog is laying on a bed with a cat
276829.jpg,a plate with a sandwich and a sandwich on it
466083.jpg,a man is sitting on a baseball field
131938.jpg,a cat is in the bathroom with a cat
214055.jpg,a large white plane sitting on top of a runway
436738.jpg,a bus is parked in a parking lot
572474.jpg,a box of donuts with a knife and a knife
320964.jpg,a black bear standing on a wooden bench
235743.jpg,a group of people walking on the beach
172970.jpg,a clock tower with a clock on the top
445573.jpg,a kitchen with a refrigerator and a sink
71214.jpg,a bunch of oranges and a man sitting on a table
566607.jpg,a dog is laying on a bed with a teddy bear
9029.jpg,a group of people standing on a train
54555.jpg,a group of people riding motorcycles on a street
554255.jpg,a group of people playing a game of tennis
455772.jpg,a man is playing frisbee in a field
332133.jpg,a man riding a skateboard down a street
73927.jpg,a baseball player is swinging a bat on a field
177357.jpg,a man is riding a wave on a surfboard
1599.jpg,a man is playing tennis on a tennis court
283825.jpg,a group of people standing next to each other
207647.jpg,a young boy is playing a baseball game
187169.jpg,a bathroom with a sink and a sink
475668.jpg,a group of people sitting at a table with a cake
111048.jpg,a person flying a kite on the beach
429802.jpg,a fire hydrant in the sand in a field
128476.jpg,a group of people sitting at a table with a group of stuffed animals
119718.jpg,a black suitcase with a white blanket and a black blanket
467579.jpg,a bathroom with a sink and a mirror
204481.jpg,a bed with a bed and a window
192535.jpg,a small plane sitting on a runway
434409.jpg,a man is eating a donut with a knife
75080.jpg,a man is flying a kite on the beach
466958.jpg,a red street sign on a street corner
3488.jpg,a man is playing a game of frisbee
36006.jpg,a woman is standing on a street in front of a building
46736.jpg,a man riding a wave on top of a surfboard
541255.jpg,a sandwich with a fork and a fork on a plate
336289.jpg,a man in a red jacket is holding a snowboard
25603.jpg,a woman sitting at a table with a pizza
67085.jpg,a group of people riding motorcycles down a street
75373.jpg,a man is flying a kite on the beach
137178.jpg,a baseball player is swinging a bat at a ball
255365.jpg,a giraffe standing in the grass with a tree
128615.jpg,a baseball player is throwing a ball on a field
418087.jpg,a baseball player is swinging a bat at a ball
188831.jpg,a cat is laying on top of a field
247422.jpg,a person on a snowboard on a snowy mountain
573651.jpg,a street sign on a street corner in front of a building
102923.jpg,a train is going down the tracks in a city
558435.jpg,a group of zebras are standing in a field
355947.jpg,a large truck with a white boat on it
328838.jpg,a plate of food with a fork and a fork
49065.jpg,a man riding a skateboard down a street
235701.jpg,a woman is holding a stuffed animal
200703.jpg,two ducks in the water in the water
407705.jpg,a laptop computer sitting on top of a table
337991.jpg,a man and a woman are skiing on a snowy hill
520072.jpg,a bathroom with a toilet and a toilet
329751.jpg,a man riding skis down a snow covered slope
295419.jpg,a man is eating a doughnut with a tie
352480.jpg,a vase with flowers and a vase of flowers
38963.jpg,a kitchen with a stove and a sink in it
220348.jpg,a person is holding a banana in her hand
456528.jpg,a woman with a tie and a tie
458675.jpg,a man riding a skateboard down a street
996.jpg,a giraffe standing next to a tree in a zoo
22649.jpg,a man is standing in a park with a frisbee
16241.jpg,a large plane is parked on a cloudy day
525513.jpg,a man is standing next to a horse
30785.jpg,a plate of food with a fork and a fork
339404.jpg,a table with a plate of food with a fork
478080.jpg,a hot dog with a bun and a pickle
137699.jpg,a man standing on a street with a bus
317990.jpg,a man is standing in front of a bench
196948.jpg,a motorcycle parked on the side of a street
312565.jpg,a man is standing on a street corner with a sign
387109.jpg,a man riding a skateboard down a street
238154.jpg,a bedroom with a bed and a bed
139653.jpg,a large white umbrella sitting on top of a blue blanket
542548.jpg,a kitchen with a refrigerator and a stove
434036.jpg,a cat sitting on the floor in the bathroom
229270.jpg,a young boy sitting on a motorcycle
19176.jpg,a baseball player is swinging a bat on a field
87767.jpg,a street with a traffic light and a street sign
575490.jpg,a baseball player is swinging a bat at a ball
581180.jpg,a sign on a pole on a street
385454.jpg,a man and woman standing in front of a bus
306595.jpg,a large airplane parked on the tarmac at an airport
565110.jpg,a cat is laying on the bed in a bedroom
485483.jpg,a table with a table and a table of food
188693.jpg,a woman standing next to a train with a man standing next to it
525546.jpg,a woman is holding a tennis racket in her hand
159680.jpg,a clock on a pole in front of a building
219486.jpg,a man riding a skateboard down a ramp
164694.jpg,a truck with a truck on the back
187890.jpg,a person flying a kite on a beach
62726.jpg,a group of people standing in front of a bus
186626.jpg,a horse standing in a field with a fence
484751.jpg,a desk with a computer and a computer
490294.jpg,a group of people standing on top of a beach
401425.jpg,a table with a plate of food and a plate of a sandwich
390756.jpg,a man riding a bike down a street with a man on a skateboard
300815.jpg,a stop sign with a stop sign and a stop sign
416619.jpg,a man is jumping on a skateboard in the air
497863.jpg,a train is on the tracks in a field
538533.jpg,a street sign on a pole on a street corner
409546.jpg,a person is holding a sandwich on a plate
50034.jpg,a person holding a cake with a knife
162419.jpg,a train is parked on a train track
32629.jpg,a bed with a cat on it and a cat sitting on a bed
83408.jpg,a man riding a surfboard on a wave in the ocean
367792.jpg,a woman is holding a plate of food
234452.jpg,a vase with a vase of flowers in it
340327.jpg,a person is eating a pizza on a table
279661.jpg,a man riding a surfboard on top of a wave
318904.jpg,a woman is standing next to a woman with a dog
213156.jpg,a sandwich with a fork and a fork
84477.jpg,a boat in the water with a boat in the background
517123.jpg,a sheep is standing in a field of grass
246875.jpg,a baseball player is swinging at a ball
132516.jpg,a little girl sitting on a bed with a teddy bear
46371.jpg,a man in a suit and tie standing in front of a building
556498.jpg,a clock tower with a clock on the top
445439.jpg,a zebra standing in a zoo enclosure and a tree
516043.jpg,a woman sitting on a couch with a stuffed animal
515241.jpg,a man is riding a baseball on a field
540814.jpg,a man is standing in front of a building
250299.jpg,a wine glass with wine glasses on a table
412908.jpg,a woman standing in a restaurant with a umbrella
406446.jpg,a woman with a tie and a tie
379554.jpg,a bathroom with a toilet and a sink
472256.jpg,a man sitting at a table with a laptop
48908.jpg,a kitchen with a refrigerator and a sink
100658.jpg,a boat is on the water with a man standing in the water
246932.jpg,a man is playing tennis on a tennis court
66995.jpg,a man is on a skateboard in the air
198928.jpg,a street scene with a traffic light and a street sign
353836.jpg,a truck with a truck and a man sitting on a bench
477288.jpg,a group of people standing in front of a crowd of people
421145.jpg,a man holding a cell phone in his hand
310214.jpg,a young boy sitting on a chair with a laptop
421274.jpg,a train is on a train track with a train on the tracks
301486.jpg,a table with a variety of donuts and a display of donuts
113836.jpg,a bed with a bed and a window
393317.jpg,a street scene with a traffic light and a street sign
57250.jpg,a group of zebras are standing in a field
449007.jpg,a herd of elephants walking across a field
480005.jpg,a man is standing in a boat with a boat in the water
485259.jpg,a man is swinging a baseball bat at a baseball game
367400.jpg,a couple of animals are standing in a field
256564.jpg,a man is riding a surfboard on a beach
548020.jpg,a street with a street sign and a sign
574114.jpg,a large airplane sitting on the tarmac at an airport
355231.jpg,a man riding a bicycle with a dog on a bike
485710.jpg,a man on a snow board in the snow
430660.jpg,a group of people on skis on a snowy slope
107846.jpg,two men sitting on a couch playing a video game
394640.jpg,a train is going down the tracks in front of a building
256465.jpg,a man and a woman playing a video game
490221.jpg,a red double decker bus driving down a street
145528.jpg,two men are playing with a frisbee in a park
2754.jpg,a dog is standing in the car in the car
454661.jpg,a bus is parked on the side of the street
301208.jpg,a herd of elephants walking across a lush green field
275036.jpg,a man is standing on the beach with a surfboard
288713.jpg,a person holding a remote control pointed at a television
460029.jpg,a giraffe standing in a fence looking at a giraffe
517579.jpg,a group of people riding horses down a street
258095.jpg,a group of people are riding on a horse
68878.jpg,a cat sitting on a window sill in the grass
67407.jpg,a group of people standing around a building
278549.jpg,a woman is eating a sandwich in a room
380724.jpg,a man riding a skateboard on a field
77591.jpg,a man is playing tennis on a tennis court
457161.jpg,a street with a lot of traffic and traffic
346274.jpg,a man is playing frisbee in a field
174657.jpg,a man holding a frisbee in his hand
262997.jpg,a bathroom with a sink and a mirror
442062.jpg,a group of teddy bears are sitting on a bench
121782.jpg,a group of people sitting at a table eating food
154071.jpg,a baseball player is swinging a bat at a ball
213113.jpg,a kitchen with a refrigerator and a stove
387615.jpg,a table with a bunch of flowers on it
248402.jpg,a pizza with cheese and cheese on a table
537220.jpg,a desk with a laptop a laptop and a computer
119773.jpg,a man riding a wave on top of a surfboard
237685.jpg,a car is parked in front of a building
383660.jpg,a plate of a plate of food with a plate
81372.jpg,a teddy bear sitting on a bench in a park
431901.jpg,a zebra standing in a field with a zebra
158414.jpg,a parking meter on a street corner next to a sign
125684.jpg,a street with a street sign and a traffic light
551031.jpg,a bed with a laptop computer and a laptop
63857.jpg,a white table with a table and a table
235906.jpg,a polar bear is standing on a rock
550353.jpg,a computer desk with a laptop and a computer
379172.jpg,a man is standing on a skateboard in a skate park
397897.jpg,a giraffe standing in a field of grass
131882.jpg,a black dog is standing in the grass
232351.jpg,a group of people playing a video game
12612.jpg,a plate of food with a sandwich and a fork
84341.jpg,a man riding a skateboard on a ramp
292689.jpg,a man standing on a street with a red and white bus
271546.jpg,a man is playing tennis on a tennis court
379645.jpg,two elephants are standing in the grass
200291.jpg,a plate of food with a plate of food
117336.jpg,a red and white airplane parked in a building
265186.jpg,a man and a woman are riding horses down a street
473015.jpg,a person is flying a kite on a lake
81354.jpg,a bicycle is sitting on the side of a bench
460222.jpg,a man is petting a cow in a field
349185.jpg,a truck is parked on a dirt road
530266.jpg,a zebra is standing in the dirt next to a zebra
494077.jpg,a bunch of fruit on a table with a bunch of vegetables
497296.jpg,a group of people walking down a street
184204.jpg,a stop sign with a stop sign on it
330110.jpg,a person sitting on a bench on a beach
564823.jpg,a sandwich with a sandwich and a fork
533166.jpg,a kitchen with a table a table and a table
425522.jpg,a black and white photo of a man sitting on a motorcycle
188139.jpg,a street sign with a sign on the side
290610.jpg,a train is going down the tracks in a field
392330.jpg,a plate of food with a plate of food
396193.jpg,a plate of food with a fork on it
325220.jpg,a street with people walking down the street
182028.jpg,a man standing on a beach with a surfboard
227464.jpg,a large airplane flying through a blue sky
565594.jpg,a woman in a kitchen with a woman in her hand
81431.jpg,a vase with flowers in it in a vase
427060.jpg,a group of people riding motorcycles on a street
332125.jpg,a bird is standing in the water
387661.jpg,a train is on the tracks in a field
539173.jpg,a herd of zebras standing in a field
249618.jpg,two women are playing a video game in the room
12809.jpg,a man and a woman are standing on the beach
221880.jpg,a man and a woman in a dress and a tie
50331.jpg,a vase with a bunch of flowers on it
387431.jpg,a clock on a pole on a street
286058.jpg,a kitchen with a table and a table with a table
257426.jpg,a bathroom with a sink and a toilet
173607.jpg,a street sign on a pole in front of a building
217636.jpg,a man riding a bike on a street with a dog
284954.jpg,a person riding a bike down a street with a bicycle
253883.jpg,a group of people sitting at a table
68032.jpg,a living room with a couch and a television
244241.jpg,a man riding a skateboard down a street
224037.jpg,a group of people sitting on a boat in the water
547062.jpg,a dog is standing in the grass with a umbrella
292081.jpg,a street sign on a pole in front of a building
350067.jpg,a pair of scissors are on a table
143607.jpg,a woman sitting at a table with a cake and a cake
311240.jpg,a man riding a skateboard down a ramp
407614.jpg,a kitchen with a refrigerator and a sink
285149.jpg,a man riding a motorcycle down the street
60126.jpg,a plate of a plate of food with a fork
35031.jpg,a man is riding a horse down a hill
392944.jpg,a train is on a track near a train station
390310.jpg,a group of people riding on a motorcycle
475550.jpg,a bowl of broccoli and a bowl of broccoli
196002.jpg,a white plate with a cat on the back of the side of the side
169198.jpg,a group of people standing in a room
268856.jpg,a man and a woman playing a video game
385757.jpg,a sign with a clock on the side of the road
145426.jpg,a bird standing in a garden with a bird in the background
45966.jpg,a red and white sign on a street corner
283004.jpg,a table with a table and a table with a table
171479.jpg,a man riding skis down a snow covered slope
564515.jpg,a man is playing with a frisbee in a park
82704.jpg,a man is playing frisbee on the beach
229207.jpg,a man is playing tennis on a tennis court
374087.jpg,a bunch of vegetables and a knife on a table
569889.jpg,a group of people are walking down a street
302166.jpg,a man sitting on a boat in a boat
572510.jpg,a woman is cutting a cake with a knife
492970.jpg,a living room with a couch and a table
460567.jpg,a herd of zebra standing on a dirt road
276009.jpg,a man riding a motorcycle down a street
517916.jpg,a woman holding a red umbrella in front of a building
254984.jpg,a woman sitting on a bed with a cat
285729.jpg,a man riding a motorcycle with a motorcycle on the back
461968.jpg,a man is holding a tie and a knife
492772.jpg,a man on a beach with a surfboard
415235.jpg,a man is standing next to a horse
580931.jpg,a large plane flying in the sky over a mountain
79469.jpg,a man standing next to a group of people in a zoo
41311.jpg,a man and a woman sitting on a couch
56250.jpg,a cat is sitting on a wooden table
206049.jpg,a person holding a plate of food on a plate
498856.jpg,a man sitting on a couch with a laptop
559425.jpg,a woman is holding a bunch of bananas
199739.jpg,a woman is playing tennis on a tennis court
230701.jpg,a man and a woman are standing in front of a wine glass
340007.jpg,a man holding a surfboard in his hand
440724.jpg,a plate with a pizza with a fork and a fork
225943.jpg,a plate of food with broccoli and a fork
208549.jpg,a man is riding a horse on a street
202909.jpg,a zebra is standing in the grass near a rock
549703.jpg,a kite flying in the air with a large crowd of people
83454.jpg,a large umbrella on a street corner with a sign
334916.jpg,a dog sitting on a desk in a room
404820.jpg,a man on a surfboard riding a wave
352899.jpg,a street scene with a bus and a car
460711.jpg,a man is holding a frisbee in a park
213359.jpg,a man sitting at a table with a pizza
454452.jpg,a group of people are standing in a market
475635.jpg,a man and a woman are playing frisbee
231614.jpg,a street with a car and a car in the background
365655.jpg,a truck is parked in a parking lot
268396.jpg,a man is holding a frisbee in a park
235241.jpg,a man and a woman are standing in the sand
9677.jpg,a plate of food with a fork and a fork
60771.jpg,a baseball player is swinging at a baseball
327215.jpg,a person flying a kite on a beach
162077.jpg,a boat is parked in a body of water
326113.jpg,a man is flying a kite in the air
70251.jpg,a bathroom with a sink and a mirror
97679.jpg,a cat sitting on the back of a truck
209246.jpg,a man is holding a cell phone in his hand
272196.jpg,a plate of food with a plate of food
284099.jpg,a woman and a woman sitting on a bed
435102.jpg,a cat sitting on a table with a cat on it
94272.jpg,a vase with a white plate with a white cake
507351.jpg,a bird perched on top of a wooden bench
326941.jpg,a train is going down the tracks in the city
546242.jpg,a street with a sign and a sign
385248.jpg,a man sitting on a motorcycle with a man
304459.jpg,a man is standing on a elephant in the water
490261.jpg,a train is parked on the tracks in a station
76899.jpg,a bunch of donuts are on a table
579462.jpg,a woman is playing a game on the nintendo wii
349130.jpg,a cat is sitting in a bowl on a table
128669.jpg,a boat is on the water with a boat in the background
436791.jpg,a man with a tie and a tie
67941.jpg,a large elephant standing next to a large elephant
566700.jpg,a teddy bear with a hat on a table
74942.jpg,a plate of food on a table with a plate of food
26865.jpg,a elephant standing in a field with trees in the background
41773.jpg,a stop sign with a street sign on it
308522.jpg,a man is sitting on a skateboard in a room
269986.jpg,a group of people standing around a motorcycle
247123.jpg,a computer monitor sitting on top of a desk
47290.jpg,a pizza with a knife and a knife on a table
97339.jpg,a doughnut with a knife and a chocolate cake
324927.jpg,a plate of food with a fork and a fork
219135.jpg,a woman is sitting on a bed with a cat
379376.jpg,a truck is parked in a field of grass
187063.jpg,a small bench sitting on top of a bench
550103.jpg,a group of people standing on a beach with a kite
122952.jpg,a train is going down the tracks in a city
465374.jpg,a kitchen with a refrigerator and a refrigerator
82969.jpg,a woman is eating a slice of pizza
380906.jpg,a bench on a beach with a boat on it
159684.jpg,a train is parked on the tracks in a station
547421.jpg,a man riding a skateboard down a street
293906.jpg,a bicycle parked on the side of a street
229228.jpg,a cat sitting on a window sill looking out of the window
534373.jpg,a man is playing tennis on a tennis court
330726.jpg,a group of people riding bikes down a street
229553.jpg,a woman in a red shirt is riding a skateboard
368154.jpg,a stop sign with a sign on the side of it
301954.jpg,a teddy bear sitting on a bench in a forest
161084.jpg,a kitchen with a stove and a sink
454982.jpg,a laptop computer sitting on a table next to a window
66255.jpg,a large airplane flying in the sky with clouds
498529.jpg,a boat is parked in a harbor with a boat
579785.jpg,a woman is holding a cell phone in his hand
119799.jpg,a man is skiing down a snowy hill
461124.jpg,a woman standing next to a table with a plate of food
517070.jpg,a white and white fire hydrant with a hat on it
124949.jpg,a man and woman sitting on a bench with an umbrella
452750.jpg,a man is holding a plate of food with a knife
513441.jpg,a plane is parked on the runway at the airport
407027.jpg,a cat is laying on a computer keyboard
469719.jpg,a man riding a snowboard down a snow covered slope
1527.jpg,a man is playing tennis on a tennis court
60289.jpg,a woman holding a donut in front of a body of water
26551.jpg,a group of giraffes are standing in a field
422740.jpg,a train is on a track near a building
469860.jpg,a vase with flowers in it in a room
424532.jpg,a living room with a television and a couch
396351.jpg,a bike is parked on the beach near the water
274047.jpg,a man is swinging a baseball bat at a ball
74945.jpg,a group of people sitting on a bench
547636.jpg,a kitchen with a sink and a sink
278715.jpg,a woman standing in front of a building with a clock
329988.jpg,a bathroom with a toilet and a sink
542962.jpg,a living room with a couch and a television
163030.jpg,a cow is standing in the street with a dog
312494.jpg,a table with a plate of food and a knife
371978.jpg,a train is on the tracks in a city
566450.jpg,a large refrigerator with a microwave on it
235031.jpg,a man holding a wii remote control in his hand
292436.jpg,a cat sitting on a wooden door looking at a window
498218.jpg,a man standing next to a motorcycle in a store
361253.jpg,a pair of scissors and a book on a table
489735.jpg,a plate of food with a plate of food
63290.jpg,a hot dog with mustard and mustard on it
324943.jpg,a baseball player is standing on the ground
258346.jpg,a man standing next to a woman holding an umbrella
409209.jpg,a group of cows are grazing in a field
187420.jpg,a dog is sitting on a bicycle on a sunny day
259408.jpg,a laptop computer sitting on top of a table
301755.jpg,a man riding a skateboard on top of a rail
80077.jpg,a sandwich on a plate with a fork
191382.jpg,a group of people playing a game of frisbee
466681.jpg,a small bathroom with a clock on the wall
28359.jpg,a white dog sitting on top of a boat
498796.jpg,a boat is docked in the water in a river
292101.jpg,a cat sitting on top of a computer desk
394172.jpg,a pizza with a fork and a knife
259798.jpg,a elephant standing in a river with a man in the background
205217.jpg,two men in suits and ties standing in front of a building
535506.jpg,a man in a kitchen standing in front of a stove
515390.jpg,a giraffe is standing in a fence in a zoo
177254.jpg,a plate of food with a sandwich and a salad
198434.jpg,a dog is standing on a street with a dog
435951.jpg,a group of men standing next to each other holding tennis rackets
579056.jpg,a man is holding a knife in a baseball uniform
365132.jpg,a group of people walking on the beach with a kite
328084.jpg,a street sign with a sign on the side of the street
245662.jpg,a parking meter sitting on the side of a street
238960.jpg,a bear walking in a field of grass
336949.jpg,a man is riding a horse on a field
66369.jpg,a man and a woman are standing in a field
30231.jpg,a man in a red shirt holding a hot dog
531784.jpg,a man is sitting at a table with a laptop
205384.jpg,a man holding a tennis racquet on a tennis court
42893.jpg,a large airplane is on the runway of a city
192931.jpg,a living room with a couch and a window
546041.jpg,a person is cutting a piece of pizza
311062.jpg,a bird perched on a branch of a tree
323930.jpg,a young boy is playing baseball in a field
308405.jpg,a herd of sheep standing on top of a dirt field
369058.jpg,a white dog is sitting on a wooden floor
45628.jpg,a close up of a small bird on a table
153159.jpg,a man riding a skateboard down a ramp
543391.jpg,a dog is standing in the grass with a frisbee
562357.jpg,a red and red stop sign on a street
426853.jpg,a man riding a motorcycle on a train station
218041.jpg,a man is standing in the snow with a snowboard
165919.jpg,a couple of books sitting on top of a table
413736.jpg,a bed with a bed and a window
529515.jpg,a baseball player is swinging at a ball
346566.jpg,a vase with a flower in it and a vase
544427.jpg,a bench sitting on a sidewalk in a park
204294.jpg,two men standing next to each other in a room
551802.jpg,a close up of a plate of food with broccoli
470720.jpg,a stop sign on a street corner in a city
363784.jpg,a bathroom with a sink and a mirror
146454.jpg,a man is flying a kite on the beach
370827.jpg,a man and a woman are playing tennis on a court
